"Unique ID";"EU Member";"Nation";"Position";"Age";"Name";"Club";"Best Rating";"Best Pot Rating";"PoD";"Value";"Wage";"GK Rating";"DC Rating";"DR Rating";"DL Rating";"DM Rating";"MC Rating";"AMC Rating";"AMR Rating";"AML Rating";"FS Rating";"TS Rating";"GK Pot Rating";"DR Pot Rating";"DC Pot Rating";"DL Pot Rating";"DM Pot Rating";"MC Pot Rating";"AMR Pot Rating";"AMC Pot Rating";"AML Pot Rating";"FS Pot Rating";"TS Pot Rating"
"78064881";"Yes";"Uruguay / Spain";"DM, M RC";"26";"Arambarri, Mauro";"Getafe";"80.5% (DM)";"84.9% (DM)";"26%";"9.287.780";"19.260";"47.12%";"62.07%";"64.97%";"64.97%";"80.52%";"78.93%";"62.22%";"73.07%";"64.62%";"59.35%";"58.14%";"49.84%";"68.61%";"65.66%";"68.61%";"84.88%";"83.15%";"77.27%";"65.58%";"68.33%";"62.53%";"61.31%"
"14241917";"No";"Argentina";"D C";"21";"Aranda, Gabriel";"Banfield";"66.3% (CB)";"67.7% (CB)";"100%";"1.034.560";"800";"40.77%";"66.32%";"50.56%";"50.56%";"47.70%";"45.92%";"44.70%";"48.13%";"48.13%";"42.70%";"44.48%";"41.45%";"51.65%";"67.67%";"51.65%";"49.05%";"47.23%";"49.18%";"45.65%";"49.18%";"43.56%";"45.35%"
"2000052060";"Yes";"Spain";"AM L, ST";"20";"Aranda, Óscar";"Famalicão";"68.4% (W)";"83.2% (W)";"18%";"3.297.650";"680";"40.28%";"51.35%";"53.85%";"53.85%";"53.72%";"54.52%";"53.71%";"66.76%";"68.39%";"65.13%";"64.24%";"48.98%";"65.56%";"62.89%";"65.56%";"64.80%";"65.27%";"81.24%";"64.59%";"83.22%";"77.80%";"76.97%"
"75001932";"No";"Chile";"DM";"33";"Aránguiz, Charles";"Internacional";"82.7% (DM)";"82.7% (DM)";"0%";"300.000.000";"38.560";"45.74%";"62.63%";"65.95%";"65.95%";"82.70%";"81.25%";"75.85%";"79.14%";"79.14%";"59.61%";"58.28%";"47.01%";"67.13%";"63.83%";"67.13%";"82.70%";"81.25%";"80.66%";"77.35%";"80.66%";"60.86%";"59.53%"
"2000246368";"No";"Brazil";"GK";"17";"Aranha";"Palmeiras";"60.7% (GK)";"78.7% (GK)";"25%";"603.320";"120";"60.72%";"39.52%";"37.72%";"37.72%";"37.53%";"37.93%";"36.26%";"36.65%";"36.65%";"34.31%";"35.47%";"78.73%";"48.20%";"50.76%";"48.20%";"46.96%";"47.18%";"46.98%";"46.41%";"46.98%";"43.72%";"45.06%"
"83174673";"Yes";"Portugal / France";"GK";"22";"Araújo, Brian";"Gil Vicente";"60.2% (GK)";"63.2% (GK)";"56%";"20.560";"650";"60.22%";"38.89%";"36.76%";"36.76%";"35.58%";"35.94%";"35.02%";"36.88%";"36.88%";"31.85%";"32.72%";"63.21%";"38.39%";"40.67%";"38.39%";"37.41%";"37.74%";"38.47%";"36.57%";"38.47%";"33.25%";"34.16%"
"83261904";"Yes";"Portugal";"ST";"20";"Araújo, Henrique";"Famalicão";"74.4% (FS)";"77.7% (FS)";"76%";"2.732.950";"5.390";"45.43%";"58.65%";"60.50%";"60.50%";"59.09%";"59.79%";"70.40%";"60.06%";"60.06%";"74.39%";"74.31%";"47.54%";"63.33%";"61.42%";"63.33%";"61.77%";"62.45%";"62.92%";"73.59%";"62.92%";"77.66%";"77.58%"
"19215572";"No";"Brazil";"AM RL";"26";"Araújo, Luiz";"Flamengo";"79.2% (W)";"82.0% (W)";"25%";"8.592.160";"65.890";"44.03%";"56.93%";"61.53%";"61.53%";"59.19%";"60.51%";"73.25%";"79.24%";"78.38%";"70.66%";"68.98%";"45.61%";"63.70%";"59.05%";"63.70%";"61.23%";"62.49%";"81.99%";"75.72%";"81.10%";"72.99%";"71.30%"
"78082187";"No";"Uruguay";"AM RL, ST";"25";"Araújo, Michel";"São Paulo";"76.5% (W)";"77.8% (W)";"100%";"1.569.160";"900";"42.58%";"58.72%";"60.97%";"60.97%";"58.96%";"71.61%";"70.59%";"76.47%";"75.64%";"70.70%";"69.48%";"43.28%";"61.99%";"59.70%";"61.99%";"59.83%";"72.65%";"77.75%";"71.75%";"76.91%";"71.85%";"70.62%"
"78085068";"No";"Uruguay";"D C";"23";"Araujo, Ronald";"Barcelona";"86.3% (CB)";"89.3% (CB)";"61%";"151.403.980";"124.340";"50.89%";"86.26%";"82.16%";"67.33%";"77.70%";"64.79%";"63.84%";"66.67%";"66.67%";"60.91%";"61.63%";"52.68%";"85.10%";"89.32%";"69.74%";"80.68%";"67.21%";"69.04%";"66.01%";"69.04%";"62.95%";"63.69%"
"83195702";"Yes";"Portugal";"D/WB/AM L";"21";"Araújo, Tiago";"Estoril Praia";"70.6% (WB)";"75.6% (WB)";"60%";"637.980";"2.720";"39.39%";"51.77%";"56.12%";"69.91%";"53.74%";"54.02%";"53.22%";"68.37%";"69.73%";"52.14%";"50.72%";"42.31%";"60.10%";"55.65%";"74.86%";"57.69%";"57.85%";"73.26%";"56.87%";"74.71%";"55.60%";"54.18%"
"86011987";"No";"Ecuador";"D C";"30";"Arboleda, Robert";"São Paulo";"75.6% (CB)";"76.1% (CB)";"100%";"300.000.000";"10.890";"45.42%";"75.57%";"61.00%";"61.00%";"69.71%";"57.20%";"55.55%";"59.35%";"59.35%";"53.84%";"54.76%";"45.73%";"61.36%";"76.09%";"61.36%";"70.17%";"57.54%";"59.69%";"55.83%";"59.69%";"54.09%";"55.01%"
"14245072";"No";"Argentina";"D C";"20";"Arcando, Agustín";"Colón";"61.5% (CB)";"70.1% (CB)";"34%";"846.270";"220";"37.19%";"61.49%";"60.10%";"49.25%";"47.49%";"47.11%";"44.47%";"48.86%";"48.86%";"42.17%";"42.54%";"42.57%";"68.34%";"70.14%";"56.01%";"53.44%";"52.86%";"55.62%";"50.72%";"55.62%";"48.14%";"48.50%"
"83228313";"Yes";"Cape Verde / Portugal";"AM RLC";"21";"Arcanjo, Telmo";"Vitória Guimarães";"72.0% (W)";"84.0% (W)";"17%";"4.810.690";"1.160";"42.59%";"55.03%";"56.78%";"56.78%";"55.85%";"69.76%";"69.32%";"71.98%";"70.15%";"64.80%";"63.83%";"49.38%";"66.20%";"64.23%";"66.20%";"65.24%";"81.22%";"83.95%";"80.27%";"81.82%";"74.76%";"73.75%"
"14032294";"No";"Argentina";"DM";"31";"Arce, Carlos";"Barracas Central";"73.9% (W)";"74.2% (W)";"100%";"210.510";"600";"42.27%";"56.23%";"60.18%";"60.18%";"71.61%";"72.81%";"56.91%";"68.26%";"67.52%";"54.77%";"54.13%";"42.53%";"60.43%";"56.48%";"60.43%";"71.61%";"72.81%";"68.56%";"57.16%";"67.81%";"55.04%";"54.39%"
"14210258";"No";"Argentina";"D/WB R";"24";"Arce, Lucas";"Godoy Cruz";"75.2% (FB)";"76.3% (FB)";"100%";"1.205.750";"680";"41.45%";"57.31%";"75.20%";"60.16%";"56.73%";"56.59%";"55.67%";"66.98%";"60.03%";"53.04%";"52.31%";"42.09%";"76.30%";"58.19%";"61.04%";"57.47%";"57.34%";"68.01%";"56.52%";"60.95%";"53.88%";"53.13%"
"19165169";"No";"Haiti";"D/WB R";"26";"Arcus, Carlens";"Vitesse";"74.6% (FB)";"77.2% (FB)";"22%";"1.499.280";"7.760";"42.43%";"68.44%";"74.65%";"59.72%";"55.46%";"55.70%";"55.35%";"65.60%";"59.43%";"53.81%";"53.73%";"43.92%";"77.21%";"70.94%";"61.77%";"57.84%";"57.99%";"67.89%";"57.25%";"61.51%";"55.60%";"55.54%"
"85027976";"Yes";"France / Philippines";"GK";"29";"Areola, Alphonse";"West Ham";"78.1% (GK)";"80.5% (GK)";"9%";"5.505.740";"120.000";"78.11%";"52.89%";"52.91%";"52.91%";"53.54%";"53.28%";"52.28%";"51.98%";"51.98%";"48.76%";"49.47%";"80.50%";"54.18%";"54.24%";"54.18%";"55.14%";"54.83%";"53.16%";"53.46%";"53.16%";"49.78%";"50.51%"
"14000828";"No";"Chile / Argentina";"GK";"34";"Arias, Gabriel";"Racing Club";"75.6% (GK)";"75.9% (GK)";"0%";"746.870";"18.280";"75.59%";"50.44%";"49.62%";"49.62%";"50.55%";"50.00%";"48.10%";"48.49%";"48.49%";"44.85%";"45.46%";"75.92%";"49.87%";"50.69%";"49.87%";"50.55%";"50.00%";"48.75%";"48.36%";"48.75%";"45.11%";"45.72%"
"76053760";"No";"Colombia";"AM RLC";"24";"Arias, Jhon";"Fluminense";"78.7% (W)";"79.9% (W)";"100%";"1.338.740";"7.710";"43.90%";"57.92%";"62.23%";"62.23%";"61.01%";"73.84%";"75.68%";"78.71%";"78.71%";"71.87%";"70.37%";"44.54%";"63.19%";"58.84%";"63.19%";"61.83%";"74.84%";"79.95%";"76.84%";"79.95%";"72.94%";"71.42%"
"89046527";"No";"Nigeria / England";"AM RLC";"25";"Aribo, Joe";"Southampton";"77.2% (W)";"78.7% (W)";"100%";"7.819.950";"60.000";"45.08%";"59.35%";"61.76%";"61.76%";"74.12%";"74.57%";"76.62%";"77.18%";"76.61%";"60.39%";"59.81%";"45.84%";"63.02%";"60.56%";"63.02%";"75.85%";"76.26%";"78.75%";"78.07%";"78.16%";"61.47%";"60.88%"
"14006220";"No";"Argentina";"GK";"35";"Armani, Franco";"River";"74.0% (GK)";"74.1% (GK)";"100%";"300.000.000";"35.680";"73.97%";"48.60%";"46.71%";"46.71%";"48.39%";"46.52%";"45.14%";"45.15%";"45.15%";"41.64%";"42.20%";"74.11%";"46.82%";"48.71%";"46.82%";"48.39%";"46.52%";"45.27%";"45.26%";"45.27%";"41.75%";"42.32%"
"79031030";"No";"Paraguay";"AM RL, ST";"22";"Armoa, Blas";"Tigre";"73.8% (W)";"77.8% (W)";"54%";"2.540.400";"990";"42.91%";"56.58%";"58.18%";"58.18%";"59.61%";"59.87%";"68.54%";"72.42%";"73.84%";"71.64%";"70.39%";"45.28%";"61.31%";"59.68%";"61.31%";"62.44%";"62.63%";"76.32%";"71.94%";"77.81%";"75.08%";"73.84%"
"48044378";"Yes";"France / Réunion";"D/WB/M L";"24";"Armougom, Yoël";"Clermont";"70.2% (WB)";"78.2% (WB)";"16%";"257.410";"560";"40.26%";"53.07%";"56.01%";"70.01%";"53.32%";"53.41%";"52.15%";"56.81%";"67.72%";"49.33%";"48.24%";"44.99%";"62.41%";"59.32%";"78.02%";"59.52%";"59.47%";"63.35%";"58.13%";"75.53%";"55.04%";"53.93%"
"28091349";"No";"England";"AM L, ST";"25";"Armstrong, Adam";"Southampton";"75.8% (W)";"76.7% (W)";"100%";"9.540.020";"50.000";"42.32%";"55.56%";"59.21%";"59.21%";"56.89%";"59.54%";"73.43%";"72.73%";"75.76%";"72.08%";"70.66%";"42.73%";"59.95%";"56.26%";"59.95%";"57.76%";"60.39%";"73.61%";"74.24%";"76.67%";"72.86%";"71.45%"
"61028448";"No";"Scotland";"AM RC";"30";"Armstrong, Stuart";"Southampton";"80.9% (W)";"84.6% (W)";"3%";"7.046.880";"60.000";"44.86%";"59.91%";"63.15%";"63.15%";"62.97%";"77.76%";"77.91%";"80.90%";"78.58%";"61.05%";"60.19%";"46.95%";"66.05%";"62.75%";"66.05%";"65.77%";"81.06%";"84.61%";"81.25%";"82.18%";"63.60%";"62.74%"
"67215620";"Yes";"Spain";"AM RL, ST";"27";"Arnáiz, José";"Osasuna";"72.0% (W)";"75.2% (W)";"16%";"2.052.290";"10.370";"39.90%";"53.33%";"64.65%";"64.65%";"54.71%";"55.55%";"65.65%";"72.00%";"71.75%";"66.89%";"65.95%";"41.85%";"67.47%";"55.78%";"67.47%";"56.80%";"57.58%";"75.17%";"68.45%";"74.91%";"69.67%";"68.73%"
"2000062512";"Yes";"Spain";"D RC";"19";"Arnau Martínez";"Girona";"77.4% (WB)";"80.4% (WB)";"100%";"1.977.060";"2.640";"44.64%";"73.22%";"77.22%";"74.14%";"59.06%";"59.39%";"56.94%";"62.92%";"62.92%";"55.28%";"54.42%";"46.63%";"80.15%";"76.10%";"76.95%";"60.53%";"60.84%";"65.33%";"59.19%";"65.33%";"57.49%";"56.64%"
"37003555";"Yes";"Austria / Serbia";"ST";"33";"Arnautovic, Marko";"Inter";"82.6% (TS)";"84.4% (TS)";"100%";"3.848.710";"63.830";"46.30%";"62.75%";"63.67%";"63.67%";"65.39%";"67.37%";"78.89%";"77.44%";"77.96%";"82.50%";"82.64%";"47.72%";"64.99%";"64.10%";"64.99%";"65.39%";"67.37%";"79.13%";"80.53%";"79.66%";"84.25%";"84.37%"
"91100466";"Yes";"Germany";"DM";"28";"Arnold, Maximilian";"Wolfsburg";"83.8% (M)";"85.2% (W)";"100%";"13.306.600";"66.140";"45.39%";"63.30%";"66.75%";"78.34%";"83.46%";"83.84%";"78.83%";"81.85%";"81.85%";"61.81%";"60.99%";"47.17%";"68.67%";"65.24%";"80.58%";"84.33%";"84.72%";"84.31%";"81.20%";"84.31%";"63.75%";"62.92%"
"67277465";"Yes";"Spain";"AM LC";"20";"Arribas, Sergio";"Almería";"76.4% (W)";"82.0% (W)";"55%";"5.474.530";"7.140";"41.88%";"53.92%";"57.94%";"57.94%";"58.21%";"71.19%";"72.20%";"74.56%";"76.38%";"56.33%";"54.97%";"45.13%";"62.31%";"58.21%";"62.31%";"62.28%";"75.85%";"80.05%";"77.27%";"82.00%";"60.23%";"58.86%"
"67157624";"Yes";"Spain / Basque Country";"GK";"27";"Arrizabalaga, Kepa";"Real Madrid";"78.7% (GK)";"83.3% (GK)";"13%";"12.802.640";"146.560";"78.67%";"50.36%";"48.98%";"48.98%";"49.50%";"48.31%";"46.98%";"47.86%";"47.86%";"43.65%";"44.17%";"83.27%";"51.55%";"53.13%";"51.55%";"52.01%";"50.75%";"50.39%";"49.45%";"50.39%";"45.90%";"46.47%"
"79034773";"No";"Paraguay";"M C";"24";"Arrúa, Carlos";"Colón";"72.3% (M)";"75.1% (M)";"48%";"60.080";"400";"40.93%";"56.93%";"59.88%";"59.88%";"69.13%";"72.32%";"66.79%";"65.62%";"65.62%";"55.85%";"55.20%";"42.90%";"62.32%";"59.40%";"62.32%";"71.92%";"75.12%";"68.36%";"69.42%";"68.36%";"58.00%";"57.37%"
"19259600";"No";"Brazil";"DM";"25";"Arthur";"Fiorentina";"80.3% (M)";"83.7% (M)";"35%";"8.225.370";"126.000";"47.73%";"62.40%";"63.86%";"63.86%";"80.04%";"80.28%";"75.62%";"64.85%";"64.85%";"59.85%";"58.43%";"50.37%";"67.16%";"65.71%";"67.16%";"83.47%";"83.65%";"68.24%";"79.44%";"68.24%";"62.89%";"61.45%"
"19266403";"No";"Brazil";"ST";"24";"Arthur Cabral";"Benfica";"76.2% (TS)";"77.6% (TS)";"100%";"15.051.410";"36.140";"44.58%";"59.44%";"60.79%";"60.79%";"59.20%";"60.87%";"61.38%";"69.57%";"60.52%";"75.58%";"76.22%";"45.35%";"61.97%";"60.60%";"61.97%";"60.52%";"62.17%";"70.92%";"62.51%";"61.69%";"76.92%";"77.58%"
"19273279";"No";"Brazil";"AM RLC";"24";"Arthur Gomes";"Cruzeiro";"76.3% (W)";"80.0% (W)";"48%";"6.255.370";"10.990";"41.95%";"54.96%";"58.67%";"58.67%";"56.09%";"70.29%";"72.87%";"76.07%";"76.34%";"69.34%";"67.95%";"44.04%";"61.57%";"57.79%";"61.57%";"58.90%";"73.56%";"79.75%";"76.24%";"80.04%";"72.45%";"71.04%"
"2000031431";"No";"Brazil";"ST";"19";"Arthur Sousa";"Corinthians";"67.6% (TS)";"79.0% (TS)";"26%";"1.300.250";"250";"40.60%";"53.74%";"55.09%";"55.09%";"53.83%";"54.56%";"54.30%";"54.34%";"54.34%";"67.32%";"67.65%";"47.94%";"64.99%";"63.44%";"64.99%";"63.09%";"63.72%";"64.38%";"63.82%";"64.38%";"78.71%";"78.99%"
"19261284";"No";"Brazil";"AM RL";"24";"Artur";"Palmeiras";"77.4% (W)";"79.0% (W)";"100%";"4.182.970";"6.030";"43.09%";"56.06%";"60.34%";"60.34%";"58.62%";"71.63%";"73.38%";"77.36%";"76.81%";"71.08%";"68.86%";"44.03%";"61.60%";"57.31%";"61.60%";"59.81%";"72.97%";"78.99%";"74.83%";"78.43%";"72.46%";"70.25%"
"45078327";"No";"Japan";"AM RL, ST";"27";"Asano, Takuma";"Bochum";"73.9% (W)";"74.5% (W)";"100%";"1.115.580";"9.880";"42.93%";"55.98%";"59.44%";"59.44%";"56.03%";"57.64%";"69.15%";"73.86%";"73.60%";"70.29%";"69.33%";"43.41%";"60.00%";"56.55%";"60.00%";"56.49%";"58.05%";"74.52%";"69.72%";"74.27%";"70.83%";"69.89%"
"2000028014";"No";"Argentina";"M C";"20";"Ascacíbar, Julián";"Estudiantes (LP)";"62.9% (M)";"71.8% (M)";"29%";"1.118.010";"450";"37.13%";"60.39%";"51.34%";"61.20%";"51.31%";"62.88%";"48.84%";"51.57%";"57.55%";"46.69%";"45.58%";"42.70%";"58.81%";"69.42%";"70.11%";"58.60%";"71.80%";"59.21%";"55.87%";"66.07%";"53.41%";"52.28%"
"2000120058";"No";"Argentina";"ST";"17";"Ascacíbar, Mariano";"Estudiantes (LP)";"60.1% (FS)";"66.9% (FS)";"50%";"568.320";"20";"37.10%";"46.73%";"48.85%";"48.85%";"47.30%";"48.26%";"47.68%";"48.50%";"48.50%";"60.13%";"59.58%";"41.46%";"54.71%";"52.48%";"54.71%";"52.70%";"53.62%";"54.48%";"53.35%";"54.48%";"66.92%";"66.32%"
"14124215";"Yes";"Argentina / Italy";"DM";"25";"Ascacíbar, Santiago";"Estudiantes (LP)";"75.4% (DM)";"77.8% (DM)";"41%";"9.508.570";"41.310";"46.28%";"61.17%";"63.23%";"63.23%";"75.38%";"74.62%";"58.48%";"61.96%";"61.96%";"55.29%";"54.50%";"47.63%";"65.01%";"62.99%";"65.01%";"77.82%";"77.00%";"63.76%";"60.14%";"63.76%";"56.87%";"56.09%"
"67197125";"Yes";"Spain / Netherlands";"AM RLC";"26";"Asensio, Marco";"PSG";"83.9% (W)";"89.1% (W)";"24%";"53.608.130";"165.370";"45.42%";"61.68%";"65.29%";"65.29%";"66.54%";"80.73%";"80.98%";"83.91%";"83.62%";"72.51%";"70.97%";"48.67%";"69.26%";"65.60%";"69.26%";"69.35%";"84.00%";"89.06%";"85.73%";"88.75%";"76.76%";"75.20%"
"53159473";"No";"Norway";"DM";"21";"Askildsen, Kristoffer";"Sampdoria";"75.8% (W)";"82.6% (W)";"41%";"3.744.060";"3.070";"44.04%";"61.69%";"63.38%";"63.38%";"75.61%";"75.66%";"58.87%";"62.12%";"69.95%";"57.43%";"57.92%";"48.38%";"68.84%";"67.24%";"68.84%";"82.07%";"82.07%";"67.71%";"64.08%";"76.26%";"62.43%";"62.92%"
"43424567";"Yes";"Albania / Italy";"DM, AM C";"20";"Asllani, Kristjan";"Inter";"76.9% (DM)";"85.1% (DM)";"43%";"10.699.040";"25.530";"44.53%";"59.39%";"62.44%";"62.44%";"76.92%";"76.78%";"74.19%";"62.63%";"62.63%";"58.14%";"57.20%";"49.21%";"68.97%";"65.80%";"68.97%";"85.07%";"84.79%";"69.29%";"81.77%";"69.29%";"63.94%";"62.98%"
"67010455";"Yes";"Spain";"AM RC, F C";"34";"Aspas, Iago";"Celta de Vigo";"83.4% (W)";"85.2% (W)";"100%";"300.000.000";"42.990";"46.39%";"64.00%";"67.12%";"67.12%";"67.89%";"68.55%";"83.20%";"83.42%";"76.23%";"82.91%";"81.68%";"47.81%";"68.43%";"65.34%";"68.43%";"67.89%";"68.55%";"85.18%";"84.90%";"77.84%";"84.66%";"83.42%"
"49053443";"Yes";"France / Togo";"D R";"22";"Assignon, Lorenz";"Rennes";"73.3% (FB)";"80.3% (FB)";"35%";"2.107.050";"1.650";"43.04%";"69.65%";"73.32%";"58.65%";"55.27%";"54.86%";"53.61%";"69.91%";"58.64%";"51.97%";"51.77%";"47.33%";"80.28%";"76.49%";"64.22%";"60.85%";"60.24%";"76.63%";"58.75%";"64.28%";"56.82%";"56.63%"
"2000063592";"Yes";"Portugal";"AM RC";"18";"Assis, Tiago";"Casa Pia";"53.2% (W)";"70.0% (W)";"29%";"0";"0";"30.91%";"37.79%";"42.09%";"42.09%";"41.33%";"52.00%";"51.99%";"53.21%";"52.31%";"41.08%";"39.26%";"40.43%";"55.25%";"50.66%";"55.25%";"53.94%";"66.88%";"69.96%";"67.44%";"68.78%";"52.76%";"50.90%"
"2000010277";"No";"Equatorial Guinea";"AM RL, ST";"21";"Asué, Luis";"Braga";"57.9% (W)";"66.7% (W)";"30%";"3.280";"900";"34.46%";"45.19%";"45.50%";"45.50%";"44.00%";"45.99%";"46.16%";"57.87%";"57.87%";"56.97%";"56.57%";"39.53%";"52.54%";"52.10%";"52.54%";"50.99%";"52.79%";"66.69%";"52.69%";"66.69%";"64.67%";"64.29%"
"19380070";"No";"Brazil";"D/WB/AM R";"18";"Ataíde";"Athlético Paranaense";"64.6% (FB)";"78.4% (FB)";"30%";"83.510";"20";"36.65%";"48.63%";"64.59%";"51.67%";"49.04%";"49.53%";"49.49%";"63.61%";"51.89%";"48.77%";"48.33%";"44.54%";"78.37%";"59.29%";"62.70%";"60.07%";"60.24%";"77.39%";"59.62%";"63.13%";"58.39%";"57.87%"
"13195823";"No";"Algeria";"D/WB/AM R";"26";"Atal, Youcef";"Nice";"78.3% (W)";"81.1% (W)";"27%";"1.486.670";"29.740";"42.47%";"56.34%";"77.01%";"61.60%";"58.73%";"60.18%";"59.63%";"77.97%";"63.06%";"57.61%";"55.82%";"44.14%";"79.77%";"58.50%";"63.82%";"60.80%";"62.19%";"80.75%";"61.69%";"65.31%";"59.57%";"57.78%"
"2000130972";"Yes";"France / Cameroon";"DM";"16";"Atangana Edoa, Valentin";"Stade de Reims";"60.0% (DM)";"75.8% (DM)";"34%";"593.140";"560";"34.54%";"46.65%";"47.07%";"47.07%";"60.03%";"55.04%";"43.73%";"45.68%";"45.68%";"41.16%";"41.33%";"44.58%";"60.34%";"59.81%";"60.34%";"75.83%";"69.76%";"59.25%";"56.32%";"59.25%";"53.18%";"53.14%"
"91188349";"Yes";"Germany / Nigeria";"GK";"20";"Atubolu, Noah";"Freiburg";"70.1% (GK)";"80.9% (GK)";"22%";"6.034.910";"860";"70.07%";"44.91%";"44.04%";"44.04%";"43.56%";"42.78%";"41.33%";"42.65%";"42.65%";"38.39%";"39.79%";"80.85%";"50.29%";"51.62%";"50.29%";"49.62%";"48.75%";"48.74%";"47.36%";"48.74%";"43.95%";"45.45%"
"43017197";"Yes";"Gabon / France";"AM RL, ST";"33";"Aubameyang, Pierre-Emerick";"Marseille";"76.3% (FS)";"76.3% (FS)";"0%";"300.000.000";"150.730";"45.19%";"59.33%";"60.40%";"60.40%";"60.02%";"60.94%";"61.10%";"73.82%";"75.00%";"76.30%";"76.24%";"45.16%";"60.37%";"59.30%";"60.37%";"60.02%";"60.94%";"73.78%";"61.07%";"74.97%";"76.27%";"76.20%"
"43152255";"Yes";"Italy / Indonesia";"GK";"25";"Audero, Emil";"Inter";"74.7% (GK)";"78.4% (GK)";"41%";"2.668.570";"24.540";"74.75%";"50.03%";"47.98%";"47.98%";"48.91%";"47.83%";"45.38%";"46.71%";"46.71%";"43.29%";"44.58%";"78.43%";"50.33%";"52.49%";"50.33%";"50.23%";"49.13%";"49.09%";"47.73%";"49.09%";"45.55%";"46.85%"
"14005565";"No";"Argentina";"DM";"35";"Aued, Luciano";"Instituto";"74.0% (DM)";"74.0% (DM)";"0%";"83.260";"790";"44.69%";"58.67%";"59.87%";"70.85%";"74.03%";"73.91%";"57.87%";"60.97%";"67.29%";"54.79%";"54.33%";"44.66%";"59.85%";"58.64%";"70.82%";"74.03%";"73.91%";"60.94%";"57.85%";"67.26%";"54.76%";"54.30%"
"85057643";"No";"Ivory Coast";"D/WB R";"29";"Aurier, Serge";"Nottm Forest";"83.2% (FB)";"85.8% (FB)";"9%";"6.094.460";"57.340";"46.78%";"76.73%";"83.18%";"81.20%";"73.51%";"63.67%";"62.93%";"73.51%";"66.60%";"60.69%";"60.28%";"48.24%";"85.82%";"79.24%";"83.77%";"76.26%";"65.94%";"75.80%";"64.79%";"68.68%";"62.43%";"62.04%"
"53086846";"No";"Norway";"DM";"26";"Aursnes, Fredrik";"Benfica";"85.5% (DM)";"86.1% (DM)";"100%";"18.168.190";"28.880";"49.49%";"67.17%";"69.88%";"69.88%";"85.54%";"85.26%";"80.75%";"83.14%";"83.14%";"63.26%";"62.49%";"49.57%";"70.01%";"67.36%";"70.01%";"86.13%";"85.81%";"83.30%";"80.88%";"83.30%";"63.34%";"62.61%"
"79024108";"No";"Paraguay";"ST";"31";"Ávalos, Gabriel";"Argentinos Jrs.";"74.2% (TS)";"74.8% (TS)";"100%";"300.000.000";"2.860";"45.25%";"58.88%";"60.83%";"60.83%";"58.78%";"60.16%";"59.60%";"60.29%";"73.57%";"73.06%";"74.16%";"45.81%";"61.35%";"59.41%";"61.35%";"58.78%";"60.16%";"60.85%";"60.15%";"74.25%";"73.76%";"74.85%"
"36152938";"Yes";"Greece / Armenia";"D/WB L";"19";"Aventisian, Aventis";"Go Ahead Eagles";"66.7% (WB)";"75.0% (WB)";"43%";"279.950";"1.080";"37.39%";"50.21%";"53.14%";"66.42%";"51.02%";"51.27%";"50.29%";"54.07%";"60.63%";"47.21%";"46.41%";"42.44%";"59.84%";"56.85%";"74.80%";"57.54%";"57.60%";"60.90%";"56.51%";"68.28%";"53.15%";"52.34%"
"14027117";"Yes";"Argentina / Spain";"AM RLC, F C";"28";"Ávila, Ezequiel";"Osasuna";"80.3% (W)";"82.1% (W)";"100%";"10.030.840";"18.970";"46.80%";"59.15%";"63.71%";"63.71%";"61.80%";"62.62%";"77.82%";"80.32%";"79.12%";"76.73%";"76.01%";"47.70%";"65.08%";"60.46%";"65.08%";"63.29%";"64.11%";"82.08%";"79.40%";"80.86%";"78.22%";"77.48%"
"14207518";"No";"Argentina";"D C";"20";"Ávila, Gastón";"Ajax";"76.5% (CB)";"79.9% (CB)";"72%";"5.642.640";"28.500";"46.11%";"76.45%";"70.03%";"73.15%";"58.78%";"59.09%";"57.97%";"60.10%";"60.10%";"55.19%";"55.87%";"48.15%";"73.15%";"79.91%";"76.40%";"61.60%";"61.79%";"62.75%";"60.41%";"62.75%";"57.48%";"58.15%"
"2000006360";"No";"Argentina";"M RC";"21";"Ávila, Joaquín";"Atl. Tucumán";"69.4% (W)";"78.0% (W)";"33%";"653.500";"140";"38.24%";"52.79%";"65.90%";"56.16%";"63.82%";"67.24%";"53.33%";"68.01%";"68.01%";"51.34%";"50.25%";"43.18%";"73.99%";"59.52%";"63.05%";"72.16%";"75.75%";"76.49%";"59.67%";"76.49%";"57.35%";"56.24%"
"2000214808";"No";"Chile / Argentina";"D C, DM";"18";"Avilés, Tomás";"Racing Club";"61.9% (CB)";"71.0% (CB)";"46%";"895.580";"560";"37.28%";"61.92%";"49.00%";"49.00%";"59.22%";"47.93%";"46.57%";"49.26%";"49.26%";"44.76%";"45.62%";"42.80%";"56.19%";"70.97%";"56.19%";"67.40%";"54.36%";"56.57%";"53.32%";"56.57%";"51.25%";"52.09%"
"34011525";"Yes";"Guadeloupe / France";"D C";"35";"Avinel, Cédric";"Ajaccio";"71.5% (CB)";"71.1% (CB)";"100%";"80.450";"960";"43.87%";"71.50%";"67.79%";"56.86%";"64.09%";"54.04%";"53.64%";"55.94%";"55.94%";"50.96%";"51.64%";"43.55%";"67.43%";"71.11%";"56.56%";"64.09%";"54.04%";"55.62%";"53.33%";"55.62%";"50.64%";"51.32%"
