Rgn;Half;Date;UID;EU;Nat;Interested;P1;P2;Rt1;Pt1;RtG;PtG;Position;Age;Name;Av_Rat;Club;Division;Based;Apps;Starts;Gls;Ast;PoM;Mins;GK%;DFg%;DFa%;xGP/90;CS/90;Gls_Conc/90;Hdrs_W/90;Hd%;Blocks/90;Intcp/90;Clear/90;Press_C/90;PAS%;OP-KP/90;CCC/90;Pr_Pas/90;xA/90;Pas_C/90;Ps%;DRB%;ST%;Drb/90;Cr_C/90;Cr%;NP-xG/90;Gls/90;NP-xG/Shot;Sht_T/90;Sprints/90;Fls_Ag/90;Value;Wage;Expires;Det;Prof;Amb;Acc;Pac;Height;Personality;GK%t;DFg%t;DFa%t;PAS%t;DRB%t;ST%t;Mins_t
RW;End;30/11/2023;19287059;Yes;BRA;1;CB;DM;66,5;0,0;77,2;79,2;D (C), DM;26;João Basso;7,07;Santos;Brasileirão Assaí;Brazil;26;25;1;1;2;2260;0,707;6,33;15,181;0,0;0,0;0,0;8,12;73;0,76;1,83;1,83;1,91;5,442;0,32;0,12;4,06;0,09;56,55;85;1,19333;0,698;0,24;0,0;0;0,18;0,04;0,195;0,24;4,98;0,4;4200000;8500;31/12/2026;11_15;9;14;9_12;10_13;187;;0,707;6,33;14,45;4,59;1,19333;0,66;2260
EU;Mid;30/11/2023;19287778;Yes;BRA;1;LB;RW;69,3;0,0;79,8;82,0;D/WB (L);26;Iago;6,88;Augsburg;Bundesliga;Germany;72;72;2;2;2;3095;0,688;8,79;11,831;0,0;0,0;0,0;2,5;54;0,79;3,29;1,08;3,63;6,877;1,54;0,2;4,13;0,17;35,42;84;7,96133;0,428;2,7;1,86;23;0,01;0,03;0,108;0,03;13,35;1,69;4300000;83500;30/06/2024;14;9;12;13_16;13_16;181;;0,688;8,79;11,29;6,04;7,73333;0,18;6190
RW;End;30/11/2023;19290865;No;BRA;1;LW;RW;62,9;0,0;73,0;74,7;AM (RLC);24;Paulinho Boia;6,72;América (MG);Brasileirão Assaí;Brazil;13;0;1;0;0;269;0,672;5,35;7,61;0,0;0,0;0,0;2,01;25;0,0;1,34;0,0;4,01;4,328;1,0;0,33;2,01;0,08;29,78;91;5,38556;2,641;3,01;0,0;0;0,47;0,33;0,1;1,67;12,38;1,0;2000000;20500;30/06/2025;9_12;8;10;12_16;13_16;173;;0,672;5,35;7,36;3,42;5,38556;2,57;269
RW;End;30/11/2023;19290872;No;BRA;0;AM;CM;63,1;0,0;74,6;79,2;M/AM (C);24;Igor Gomes;6,85;Atlético Mineiro;Brasileirão Assaí;Brazil;23;23;6;7;1;1889;0,685;5,62;8,534;0,0;0,0;0,0;2,62;29;0,24;1,19;0,43;3,76;4,743;1,14;0,57;2,05;0,15;24,97;83;3,93;1,622;1,24;0,0;0;0,25;0,29;0,126;0,81;10,53;1,52;3000000;19500;31/12/2026;11_14;10;13;12_16;10_14;183;;0,685;5,62;8,24;3,91;3,93;1,48;1889
RW;End;30/11/2023;19290874;No;BRA;1;DM;CM;62,7;0,0;74,0;78,2;DM, M (C);24;Luan;6,52;São Paulo;Brasileirão Assaí;Brazil;13;0;0;0;0;202;0,652;5,8;10,027;0,0;0,0;0,0;3,56;67;0,45;0,89;0,0;4,46;3,932;0,0;0,89;1,78;0,43;44,11;83;2,03889;0,3;0,45;0,0;0;0,17;0,0;0,13;0,0;10,25;0,45;2700000;19500;31/12/2026;14_17;9;14;10_13;11_15;175;;0,652;5,8;9,36;3,1;2,03889;0,3;202
EU;Mid;30/11/2023;19290884;No;BRA;1;CB;RB;70,3;0,0;77,3;83,4;D (C);23;Tuta;6,84;Frankfurt;Bundesliga;Germany;76;70;2;0;4;3143;0,684;6,56;13,427;0,0;0,0;0,0;6,19;68;0,77;3,38;0,63;1,78;5,199;0,2;0,2;3,87;0,03;61,88;90;1,04889;0,453;0,2;0,0;0;0,09;0,03;0,145;0,14;5,3;0,26;6750000;37000;30/06/2026;14;8;14;10_13;13_16;185;;0,684;6,56;12,75;4,3;1,04889;0,4;6286
RW;End;30/11/2023;19292199;No;BRA;1;GK;CB;58,6;0,0;66,3;69,5;GK;27;Jori;6,5;América (MG);Brasileirão Assaí;Brazil;1;0;0;0;0;32;-3,71;0,0;0,0;-1,55;0,0;2,81;0,0;0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;14,06;50;2,81;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;2,81;225000;2600;31/12/2025;7_11;11;11;9_12;10_13;191;;-3,71;0,0;0,0;0,0;2,81;0,0;32
RW;End;30/11/2023;19293344;No;BRA;1;LB;LW;61,8;0,0;74,6;76,5;D/WB (L);23;Matheus Bahia;6,68;Bahia;Brasileirão Assaí;Brazil;5;1;0;0;0;263;0,668;7,87;12,58;0,0;0,0;0,0;4,11;60;0,34;2,74;1,03;3,76;7,325;1,03;0,0;5,48;0,06;39,01;75;6,41333;0,05;2,4;0,68;25;0,02;0,0;0,03;0,0;18,48;1,03;220000;2100;31/12/2026;10_14;11;10;11_14;12_15;181;;0,668;7,87;11,98;6,57;6,16333;0,05;263
EU;Mid;30/11/2023;19296885;No;BRA;1;RB;CB;70,2;0,0;78,7;81,9;D (RC);24;João Victor;6,91;Benfica;Liga bwin;Portugal;68;60;4;4;2;2736;0,691;7,63;13,167;0,0;0,0;0,0;4,77;77;0,43;2,99;0,69;3,52;6,476;0,62;0,13;4,77;0,08;44,64;88;6,13778;0,615;2,24;0,79;15;0,08;0,07;0,11;0,26;16,81;1,09;8500000;132000;30/06/2027;13;10;15;13;14_18;187;;0,691;7,63;12,4;5,6;5,98778;0,52;5472
RW;End;30/11/2023;19296891;No;BRA;1;RW;LW;52,0;0,0;66,9;72,7;AM (RL);24;Alessandro Vinícius;6,9;Atlético Mineiro;Brasileirão Assaí;Brazil;5;3;0;0;0;160;0,69;6,75;11,058;0,0;0,0;0,0;3,94;37;0,56;2,25;0,0;3,94;5,752;1,69;0,56;2,25;0,47;24,19;78;8,91922;0,66;3,38;2,81;23;0,07;0,0;0,03;0,56;7,31;1,69;3000;325;31/12/2023;10_14;13;10;11_17;10_14;175;;0,69;6,75;10,69;4,97;8,69222;0,66;160
RW;End;30/11/2023;19296892;No;BRA;1;ST;RW;63,7;0,0;71,6;74,6;ST (C);23;Alerrandro;6,55;RB Bragantino;Brasileirão Assaí;Brazil;4;0;0;0;0;83;0,655;2,16;6,767;0,0;0,0;0,0;4,34;27;0,0;1,08;1,08;0,0;2,899;1,08;0,0;1,08;0,0;18,43;74;3,97333;1,095;2,17;0,0;0;0,01;0,0;0,005;1,08;6,51;1,08;2700000;8250;31/12/2026;9_13;9;12;9_12;10_13;180;;0,655;2,16;6,5;2,16;3,97333;1,09;83
RW;End;30/11/2023;19296898;No;BRA;1;GK;CB;59,1;0,0;68,2;73,8;GK;24;Matheus Mendes;7,3;Atlético Mineiro;Brasileirão Assaí;Brazil;3;3;0;0;0;124;3,08;0,0;0,0;0,17;2,18;0,0;0,0;0;0,0;0,0;0,0;0,0;0,692;0,0;0,0;0,0;0,0;19,6;69;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;400000;3800;31/12/2024;9_12;11;12;8_12;8_12;190;;3,08;0,0;0,0;0,0;0,0;0,0;124
EU;Mid;30/11/2023;19297055;Yes;BRA;0;DM;CM;86,4;88,2;86,4;88,2;DM, M (C);25;Bruno Guimarães;7,07;Newcastle;Premier League;England;74;72;6;12;4;2668;0,707;6,82;10,618;0,0;0,0;0,0;3,24;56;0,51;1,75;0,44;4,12;10,091;1,15;0,54;7,29;0,23;64,7;88;3,09556;0,658;0,78;0,0;0;0,08;0,1;0,102;0,24;12,92;0,88;94000000;804000;30/06/2026;14;12;13;12;13;182;Balanced;0,707;6,82;10,06;9,21;3,09556;0,52;5336
EU;Mid;30/11/2023;19301564;No;BRA;1;ST;RW;71,2;0,0;73,8;75,0;ST (C);28;Safira;6,74;Vitória Guimarães;Liga bwin;Portugal;76;58;22;0;0;2429;0,674;4,89;9,368;0,0;0,0;0,0;4,19;29;0,3;0,59;0,7;3,3;2,434;0,7;0,04;0,78;0,05;20,08;86;4,54111;2,726;0,74;0,0;0;0,37;0,41;0,117;1,7;6,85;3,04;750000;12750;30/06/2025;15_18;7;14;14;13;185;;0,674;4,89;9,08;1,57;4,54111;2,6;4858
RW;End;30/11/2023;19301645;No;BRA;1;ST;RB;65,9;0,0;70,0;73,5;ST (C);24;Gabriel Novaes;6,78;Goiás;Brasileirão Assaí;Brazil;25;23;6;0;1;1734;0,678;5,24;12,929;0,0;0,0;0,0;7,21;48;0,36;0,93;0,78;3,17;3,003;0,99;0,16;0,99;0,03;20,24;83;3,93889;3,093;0,78;0,0;0;0,42;0,31;0,105;2,18;6,02;2,49;375000;1700;01/05/2026;11_14;11;12;10_14;14_17;184;;0,678;5,24;12,45;2,17;3,93889;3,01;1734
EU;Mid;30/11/2023;19302146;Yes;BRA;0;LW;RW;89,5;91,9;89,5;91,9;AM (RL);22;Vinícius Júnior;7,51;Real Madrid;LaLiga;Spain;118;114;54;20;26;4777;0,751;7,7;10,059;0,0;0,0;0,0;2,07;29;0,41;1,36;0,64;5,29;6,109;2,03;0,64;2,36;0,24;29,81;84;7,09756;2,636;3,33;0,3;12;0,4;0,51;0,112;1,47;13,28;1,87;147000000;935000;30/06/2024;18;12;15;19;18;177;Driven;0,751;7,7;9,77;5,27;6,97556;2,49;9554
EU;Mid;30/11/2023;19302456;No;BRA;1;CM;DM;73,1;0,0;81,7;85,0;DM, M (C);25;Douglas Luiz;6,53;Aston Villa;Premier League;England;44;0;0;0;0;301;0,653;5,98;7,111;0,0;0,0;0,0;0,9;23;0,3;0,6;0,3;4,78;4,345;0,0;0,0;3,29;0,2;40,66;86;5,06833;0,796;0,6;2,69;12;0,36;0,0;0,136;0,3;9,57;0,6;21500000;327000;30/06/2026;11_14;10;12;11_15;13_16;178;;0,653;5,98;6,88;3,49;4,95333;0,8;602
RW;End;30/11/2023;19302474;No;BRA;1;CB;RB;61,4;0,0;72,6;77,5;D (C);23;Miranda;6,93;Vasco da Gama;Brasileirão Assaí;Brazil;11;8;0;0;0;951;0,693;5,21;11,045;0,0;0,0;0,0;5,21;62;0,19;2,18;1,14;1,7;5,74;0,09;0,0;4,73;0,05;57,54;87;0,80556;0,418;0,19;0,0;0;0,12;0,0;0,108;0,19;4,73;0,09;1300000;5750;31/07/2024;12_16;10;11;12_15;11_14;181;;0,693;5,21;10,42;4,87;0,80556;0,42;951
RW;End;30/11/2023;19302476;No;BRA;1;LW;RW;65,7;0,0;73,1;82,2;M (RL), AM (RLC);22;Paulinho;6,76;Atlético Mineiro;Brasileirão Assaí;Brazil;16;4;0;0;0;443;0,676;7,51;13,122;0,0;0,0;0,0;5,08;53;0,61;1,42;0,81;4,67;3,991;1,22;0,2;1,42;0,36;23,77;79;6,23633;1,71;3,45;0,2;8;0,37;0,0;0,12;1,22;9,75;1,42;19000000;125000;30/06/2027;14_17;11;15;12_15;14_18;177;;0,676;7,51;12,59;3,2;6,15333;1,71;443
RW;End;30/11/2023;19302916;No;BRA;1;RW;AM;64,8;0,0;76,0;81,2;M (R), AM (RC);23;Helinho;7,22;RB Bragantino;Brasileirão Assaí;Brazil;26;26;3;6;4;2116;0,722;6,81;8,538;0,0;0,0;0,0;1,53;20;0,72;1,66;0,77;3,66;5,042;1,62;0,26;2,13;0,2;32,03;83;6,84789;1,61;3,57;0,13;4;0,34;0,13;0,145;0,94;11,87;1,79;4400000;12250;31/12/2026;9_12;10;10;13_17;12_16;175;;0,722;6,81;8,34;4,21;6,80889;1,55;2116
EU;Mid;30/11/2023;19302917;Yes;BRA;1;ST;RW;46,3;0,0;76,9;78,7;ST (C);23;Brenner;6,61;Udinese;Serie A;Italy;74;42;10;0;2;1946;0,661;3,97;6,719;0,0;0,0;0,0;2,5;25;0,23;0,83;0,18;2,73;1,664;0,32;0,05;0,37;0,06;22,06;86;5,45189;1,89;1,43;0,05;14;0,33;0,23;0,129;1,11;6,2;3,14;9250000;186000;30/06/2028;9_17;12;14;9_15;11_16;175;;0,661;3,97;6,47;0,8;5,30889;1,8;3892
RW;End;30/11/2023;19303821;No;BRA;1;CB;RB;68,0;0,0;76,1;82,1;D (C);23;Vitão;7,07;Internacional;Brasileirão Assaí;Brazil;22;22;1;3;0;1863;0,707;6,96;15,514;0,0;0,0;0,0;7,78;77;0,82;3,24;1,45;1,45;5,517;0,43;0,05;4,06;0,09;57,92;89;0,95778;0,476;0,1;0,0;0;0,14;0,05;0,108;0,14;5,56;0,24;6500000;43500;15/06/2024;14_17;9;9;12_16;11_15;185;;0,707;6,96;14,74;4,63;0,95778;0,44;1863
RW;End;30/11/2023;19304926;Yes;BRA;1;CB;RB;59,5;0,0;69,4;72,5;D (C);24;Bernardo Schappo;6,6;Fortaleza;Brasileirão Assaí;Brazil;9;8;1;0;0;755;0,66;6,2;15,973;0,0;0,0;0,0;8,94;83;0,72;2,5;1,55;1,43;4,668;0,12;0,0;3,7;0,03;54,24;82;1,46222;0,75;0,24;0,0;0;0,08;0,12;0,079;0,36;6,68;0,48;79000;2500;31/12/2026;13_16;10;13;8_11;9_13;195;;0,66;6,2;15,14;3,85;1,46222;0,64;755
RW;End;30/11/2023;19305767;No;BRA;1;LB;RW;59,6;0,0;73,8;77,1;D/WB (L);25;Hugo;6,97;Goiás;Brasileirão Assaí;Brazil;4;4;0;0;0;360;0,697;8,25;12,682;0,0;0,0;0,0;3,75;68;0,5;3,0;1,0;3,75;7,334;1,0;0,0;5,5;0,03;40,0;80;6,68289;0,04;2,25;1,25;29;0,02;0,0;0,02;0,0;17,0;1,0;64000;4800;31/12/2023;2_5;12;11;10_14;13_16;179;;0,697;8,25;12,0;6,53;6,38889;0,04;360
RW;End;30/11/2023;19306798;No;BRA;1;LW;RW;57,3;0,0;70,2;73,3;AM (RL), ST (C);24;Alesson;7,01;Goiás;Brasileirão Assaí;Brazil;25;24;4;5;3;1918;0,701;7,23;8,849;0,0;0,0;0,0;1,45;17;0,56;1,74;0,66;4,27;4,333;1,31;0,28;1,78;0,17;23,7;79;6,46244;0,967;3,52;0,38;11;0,17;0,19;0,109;0,38;11,92;1,13;130000;2200;31/12/2024;10_14;8;12;13_16;10_13;173;;0,701;7,23;8,68;3,54;6,35444;0,85;1918
EU;Mid;30/11/2023;19306929;Yes;BRA;0;RW;LW;80,6;0,0;82,6;90,2;AM (RL), ST (C);22;Rodrygo;7,17;Real Madrid;LaLiga;Spain;116;114;54;16;2;4599;0,717;4,86;7,476;0,0;0,0;0,0;2,39;23;0,25;0,96;0,23;3,42;3,583;1,12;0,16;1,39;0,08;24,77;83;5,60511;2,701;1,72;0,16;15;0,31;0,53;0,097;1,6;8,2;2,66;117000000;668000;30/06/2025;14;13;13;15;15;174;Fairly Sporting;0,717;4,86;7,25;2,75;5,45111;2,54;9198
RW;End;30/11/2023;19306936;No;BRA;1;RW;RB;60,9;0,0;73,4;77,8;D (C), DM, M (RC), AM (R);24;Zé Gabriel;6,5;Vasco da Gama;Brasileirão Assaí;Brazil;3;0;0;0;0;44;0,65;4,1;9,19;0,0;0,0;0,0;4,09;100;0,0;2,05;0,0;2,05;5,323;0,0;0,0;4,09;0,31;49,09;92;2,05;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;2,05;120000;23500;31/12/2023;12_16;11;11;12_15;12_15;185;;0,65;4,1;8,19;4,4;2,05;0,0;44
RW;End;30/11/2023;19306946;No;BRA;1;DM;CM;64,8;0,0;75,2;78,6;DM, M (C);22;Rodrigo Nestor;6,82;São Paulo;Brasileirão Assaí;Brazil;27;27;4;2;1;1993;0,682;6,63;9,91;0,0;0,0;0,0;2,89;39;0,45;1,58;0,36;4,24;5,97;1,13;0,18;3,57;0,22;42,45;87;3,47978;1,092;1,4;0,09;22;0,14;0,18;0,118;0,5;7,36;0,95;3800000;19500;31/12/2027;10_13;10;10;11_14;13_17;175;;0,682;6,63;9,52;5,1;3,25778;0,94;1993
RW;End;30/11/2023;19307359;No;BRA;1;CB;DM;67,6;0,0;75,7;77,5;D (C);26;Kanu;7,31;Bahia;Brasileirão Assaí;Brazil;22;18;2;2;6;1824;0,731;6,42;16,022;0,0;0,0;0,0;8,83;77;0,59;2,52;1,43;1,88;5,055;0,49;0,2;3,4;0,11;55,31;86;1,09222;0,663;0,2;0,0;0;0,11;0,1;0,108;0,25;5,33;0,3;3800000;12500;31/12/2027;10_14;10;11;11_14;11_14;186;;0,731;6,42;15,25;4,2;1,09222;0,57;1824
RW;End;30/11/2023;19307361;No;BRA;1;LW;RW;70,6;0,0;68,3;71,9;D/WB (L), AM (RL);23;Paulo Vitor;6,53;Cruzeiro;Brasileirão Assaí;Brazil;7;5;0;0;0;564;0,653;9,74;10,95;0,0;0,0;0,0;0,96;25;0,48;4,31;0,64;4,31;5,636;0,32;0,0;4,47;0,04;40,37;81;5,64744;0,34;2,23;0,32;13;0,04;0,0;0,14;0,16;15,16;1,28;375000;3200;31/12/2025;11_15;9;11;17_20;15_18;174;;0,653;9,74;10,7;4,83;5,51444;0,34;564
RW;End;30/11/2023;19307365;No;BRA;1;LW;ST;53,9;0,0;65,0;72,3;ST (C);22;Samuel Granada;6,78;Fluminense;Brasileirão Assaí;Brazil;4;0;2;0;0;102;0,678;3,53;13,619;0,0;0,0;0,0;9,71;38;0,0;0,0;0,0;3,53;0,81;0,0;0,0;0,0;0,01;21,18;80;4,30444;7,158;1,76;0,0;0;0,48;1,76;0,108;4,41;7,06;1,76;105000;850;31/12/2025;9_13;10;12;10_14;7_11;185;;0,678;3,53;13,24;0,01;4,30444;6,76;102
EU;Mid;30/11/2023;19308389;No;BRA;1;CB;RB;66,1;0,0;69,4;74,6;D (RC), DM;26;Sidney Lima;6,47;Santa Clara;Liga bwin;Portugal;14;4;0;0;0;247;0,647;8,01;15,388;0,0;0,0;0,0;6,56;82;0,73;1,82;1,82;3,64;5,307;0,36;0,0;4,01;0,08;54,66;86;2,38589;0,46;0,73;0,36;17;0,04;0,0;0,06;0,36;6,92;0,36;250000;5750;30/06/2025;14;11;13;12;9_13;182;;0,647;8,01;14,57;4,45;2,21889;0,46;494
RW;End;30/11/2023;19310729;No;BRA;0;RB;RW;63,3;0,0;74,2;75,7;D/WB (R), DM, M/AM (R);26;Paulo Henrique;6,77;Vasco da Gama;Brasileirão Assaí;Brazil;18;14;0;1;0;1287;0,677;8,82;12,512;0,0;0,0;0,0;3,15;54;0,63;3,36;1,19;3,64;5,476;0,98;0,0;3,64;0,05;39,02;81;5,69367;0,128;1,19;0,7;13;0,02;0,0;0,038;0,07;17,34;1,75;825000;4400;31/12/2024;10_13;10;10;12_16;10_14;175;;0,677;8,82;11,97;4,67;5,56667;0,13;1287
EU;Mid;30/11/2023;19311119;No;BRA;0;DM;CM;64,4;0,0;73,4;75,1;DM, M (C);26;Val;6,74;Marítimo;Liga bwin;Portugal;38;38;0;2;0;1551;0,674;6,03;9,684;0,0;0,0;0,0;3,13;52;0,23;1,28;0,52;4,0;5,881;0,87;0,17;3,89;0,1;44,51;85;2,50633;0,195;0,7;0,06;14;0,04;0,0;0,095;0,06;9,75;0,52;1900000;8000;30/06/2025;13_16;10;9;11_15;10_14;176;;0,674;6,03;9,16;5,03;2,36333;0,2;3102
RW;End;30/11/2023;19311395;No;BRA;0;LB;LW;64,4;0,0;76,1;76,5;D/WB (L);25;Juninho Capixaba;6,65;RB Bragantino;Brasileirão Assaí;Brazil;5;2;0;0;0;277;0,665;7,46;9,497;0,0;0,0;0,0;1,62;42;0,32;1,62;1,3;4,22;7,347;0,97;0,0;5,52;0,0;44,84;86;3,1;0,4;0,65;0,0;0;0,02;0,0;0,06;0,32;13,32;0,97;1100000;59000;31/12/2026;13_17;10;12;14_17;12_15;176;;0,665;7,46;9,08;6,49;3,1;0,4;277
RW;End;30/11/2023;19311398;No;BRA;1;LW;RW;61,3;0,0;72,1;73,2;AM (RLC);25;Marco Antonio;6,9;Bahia;Brasileirão Assaí;Brazil;1;0;0;0;0;16;0,69;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,934;0,0;0,0;0,0;0,22;28,12;71;5,62;0,593;5,62;0,0;0;0,56;0,0;0,033;0,0;0,0;0,0;725000;2400;31/12/2024;12_15;8;11;11_14;13_17;172;;0,69;0,0;0,0;0,22;5,62;0,59;16
EU;Mid;30/11/2023;19311819;No;BRA;0;LB;LW;60,8;0,0;72,3;77,8;D/WB/M/AM (L);22;Weverson;6,81;Arouca;Liga bwin;Portugal;34;32;0;0;2;1448;0,681;8,95;12,727;0,0;0,0;0,0;3,17;61;0,81;3,11;1,43;3,6;8,202;1,55;0,25;5,53;0,05;40,21;82;4,71267;0,328;1,93;0,12;6;0,05;0,0;0,218;0,06;13,92;1,06;1300000;4400;30/06/2025;11;10;12;13;11_15;185;;0,681;8,95;12,12;7,38;4,65667;0,33;2896
RW;End;30/11/2023;19312810;No;BRA;1;RW;LW;60,2;0,0;74,3;74,9;AM (RL), ST (C);25;Fabrício Daniel;6,8;Coritiba;Brasileirão Assaí;Brazil;3;0;1;0;0;30;0,68;0,0;6,4;0,0;0,0;0,0;6,0;40;0,0;0,0;0,0;0,0;0,778;0,0;0,0;0,0;0,0;21,0;78;6,0;9,9;0,0;0,0;0;0,6;3,0;0,05;6,0;0,0;6,0;1400000;3500;31/12/2024;11_15;10;9;12_15;10_13;182;;0,68;0,0;6,0;0,0;6,0;9,65;30
RW;End;30/11/2023;19312830;No;BRA;1;ST;RB;53,1;0,0;64,7;66,5;ST (C);26;João Magno;7,53;Goiás;Brasileirão Assaí;Brazil;7;0;2;0;0;117;0,753;3,85;13,404;0,0;0,0;0,0;9,23;32;0,77;0,77;0,0;2,31;2,513;0,77;0,0;0,77;0,04;21,54;93;3,05333;7,172;0,77;0,77;100;0,69;1,54;0,1;4,62;4,62;0,0;9250;425;31/12/2024;10_14;11;12;7_13;9_13;195;;0,753;3,85;13,08;1,58;2,05333;6,95;117
RW;End;30/11/2023;19312834;No;BRA;0;LW;RW;66,0;0,0;74,9;78,3;AM (RL);24;Wesley;7,09;Cruzeiro;Brasileirão Assaí;Brazil;16;4;1;1;0;580;0,709;7,77;9,407;0,0;0,0;0,0;1,4;24;0,78;1,71;0,62;4,66;4,344;0,93;0,31;2,02;0,28;27,93;80;7,62922;1,154;4,03;0,78;22;0,3;0,16;0,147;0,47;12,26;1,24;3600000;12250;31/12/2026;9_13;7;12;12_15;13_16;178;;0,709;7,77;9,17;3,54;7,41222;1,08;580
RW;End;30/11/2023;19317126;No;BRA;1;LW;AM;60,4;0,0;70,5;74,9;AM (LC), ST (C);25;Thonny Anderson;6,5;RB Bragantino;Brasileirão Assaí;Brazil;4;0;0;0;0;24;0,65;7,5;7,5;0,0;0,0;0,0;0,0;0;0,0;3,75;0,0;3,75;0,857;0,0;0,0;0,0;0,0;45,0;86;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;1100000;21000;31/12/2024;7_11;4;11;12_15;10_13;184;;0,65;7,5;7,5;0,0;0,0;0,0;24
EU;Mid;30/11/2023;19319372;No;BRA;1;RW;LW;70,2;0,0;74,9;77,3;D/WB/M (R), AM (RL);25;Lucas Soares;6,83;Santa Clara;Liga bwin;Portugal;72;72;4;4;2;2932;0,683;8,81;11,378;0,0;0,0;0,0;2,18;39;0,68;3,28;1,14;3,71;5,293;0,89;0,25;3,25;0,06;36,59;84;7,18544;0,441;2,98;0,55;11;0,07;0,06;0,084;0,15;16,15;1,75;3000000;6250;30/06/2027;10_13;7;12;14;14;176;;0,683;8,81;10,99;4,45;7,07444;0,36;5864
RW;End;30/11/2023;19319454;No;BRA;1;LW;RW;66,6;0,0;71,1;75,0;AM (RLC);24;Anderson Oliveira;7,11;Goiás;Brasileirão Assaí;Brazil;19;16;5;5;1;1386;0,711;5,97;8,353;0,0;0,0;0,0;2,14;24;0,39;1,49;0,52;3,57;3,717;1,1;0,32;1,3;0,16;29,74;84;5,25822;1,481;2,4;0,19;18;0,13;0,32;0,094;0,71;10,19;1,36;700000;6000;31/12/2025;13_17;10;10;15_18;12_15;169;;0,711;5,97;8,11;2,88;5,08222;1,25;1386
EU;Mid;30/11/2023;19319456;No;BRA;1;LB;LW;71,4;0,0;76,4;78,4;D (L);26;Quaresma;6,54;Arouca;Liga bwin;Portugal;32;10;0;2;0;762;0,654;9,56;14,39;0,0;0,0;0,0;4,13;70;1,18;4,72;0,59;3,07;6,453;0,47;0,12;4,96;0,08;40,51;82;5,36644;0,128;2,48;0,12;4;0,05;0,0;0,078;0,0;16,06;0,94;275000;5000;30/06/2025;12;10;13;15;15_18;181;;0,654;9,56;13,69;5,63;5,32444;0,13;1524
RW;End;30/11/2023;19319720;No;BRA;1;CB;RB;60,8;0,0;72,9;78,4;D (C);23;Lucas Halter;6,95;Goiás;Brasileirão Assaí;Brazil;21;21;2;2;0;1738;0,695;6,12;13,258;0,0;0,0;0,0;6,47;67;0,47;2,33;1,61;1,71;5,294;0,31;0,1;3,99;0,05;54,11;84;1,59778;0,664;0,16;0,05;50;0,05;0,1;0,104;0,21;4,3;0,41;1700000;4100;31/07/2024;7_10;11;12;9_12;11_15;187;;0,695;6,12;12,59;4,45;1,09778;0,46;1738
EU;Mid;30/11/2023;19320258;No;BRA;1;LW;RW;73,3;0,0;78,0;83,8;AM (RL), ST (C);23;Samuel Lino;6,83;Atlético Madrid;LaLiga;Spain;58;8;12;0;0;828;0,683;3,91;5,917;0,0;0,0;0,0;1,85;16;0,11;0,54;0,11;3,15;3,031;0,87;0,11;1,09;0,11;22,28;85;3,95889;4,272;0,98;0,0;0;0,69;0,65;0,109;2,72;7,28;2,17;10000000;149000;30/06/2027;14_18;12;13;15;15;178;;0,683;3,91;5,76;2,18;3,95889;4,17;1656
EU;Mid;30/11/2023;19325045;No;BRA;1;RB;RW;83,2;86,5;83,2;86,5;D/WB (R);24;Emerson Royal;7,06;Tottenham;Premier League;England;16;8;0;0;0;469;0,706;7,87;11,941;0,0;0,0;0,0;3,45;62;0,38;3,65;0,58;3,26;5,489;0,96;0,0;3,65;0,01;48,36;87;7,88889;0,39;3,07;1,15;15;0,03;0,0;0,17;0,19;23,03;0,96;26000000;377000;30/06/2026;13;13;10;15;15;181;Balanced;0,706;7,87;11,32;4,62;7,73889;0,39;938
RW;End;30/11/2023;19325873;No;BRA;1;CB;RB;62,2;0,0;72,5;75,0;D (C);25;Eduardo;6,7;RB Bragantino;Brasileirão Assaí;Brazil;21;20;0;1;0;1790;0,67;6,83;15,627;0,0;0,0;0,0;7,99;81;0,7;2,46;1,76;1,91;4,678;0,2;0,0;3,62;0,04;53,45;82;1,24222;0,424;0,25;0,0;0;0,06;0,0;0,114;0,25;5,78;0,35;350000;5500;30/06/2026;5_9;9;11;15_18;12_15;196;;0,67;6,83;14,82;3,86;1,24222;0,42;1790
RW;End;30/11/2023;19326025;No;BRA;0;CB;RB;61,3;0,0;71,9;76,4;D (RC);22;Kaíque Rocha;6,87;Athlético Paranaense;Brasileirão Assaí;Brazil;19;17;1;1;1;1601;0,687;6,3;14,636;0,0;0,0;0,0;7,59;75;0,39;2,87;1,41;1,63;4,909;0,28;0,06;3,77;0,04;46,77;76;1,85444;0,586;0,45;0,11;50;0,08;0,06;0,135;0,22;5,62;0,17;975000;3400;31/12/2026;14_17;10;11;10_13;11_15;195;;0,687;6,3;13,89;4,15;1,35444;0,5;1601
